Age,Gender,Occupation,Employment Type,Education,Annual Income,Monthly Income,Monthly Expenses,Credit Score,Loan Amount,Existing Loans,Debt Ratio,Years of Employment,Marital Status,Residence Type,Dependents,Bank Balance,Savings,Investment,Loan History,Credit History,Approval Status
24,Female,Student,Part-time,Bachelor,13088,1090.67,875.58,646,3635,0,0.8028,0.0,Single,Rented,1,1692.0,971,2625,Good,None,Rejected
50,Female,Accountant,Full-time,High School,35730,2977.5,1345.28,850,26254,0,0.4518,1.6,Married,Rented,0,9661.0,5263,4922,Good,None,Approved
57,Female,Accountant,Full-time,Bachelor,71460,5955.0,2889.88,698,21406,1,0.5232,2.7,Married,Owned,0,15107.0,8469,1861,Good,Good,Approved
43,Female,Teacher,Full-time,Master,75749,6312.42,2840.97,396,26363,0,0.4501,1.6,Divorced,Owned,1,2122.0,890,6949,None,Good,Rejected
59,Female,Manager,Full-time,Master,131677,10973.08,5705.6,611,54180,0,0.52,27.6,Married,Rented,0,708.0,426,21931,Good,Good,Approved
65,Male,Self-Employed,Full-time,Bachelor,51890,4324.17,1450.97,502,15637,2,0.4492,11.3,Divorced,Rented,0,2383.0,1259,3580,Bad,Bad,Rejected
35,Male,,Self-employed,Bachelor,68495,5707.92,2969.17,823,12166,2,0.6298,4.7,Married,Mortgaged,0,6759.0,4668,666,Good,Good,Approved
63,Female,Student,Full-time,Bachelor,12064,1005.33,869.49,628,5805,2,1.53,17.0,Married,Mortgaged,4,3037.0,1707,131,Good,Bad,Rejected
49,Female,Nurse,Self-employed,Bachelor,47810,3984.17,1650.6,595,36936,0,0.4143,20.4,Married,Rented,0,4074.0,1576,223,None,None,Approved
56,Female,Manager,Part-time,High School,60620,5051.67,2012.54,546,17166,0,0.3984,9.5,Married,Rented,3,4591.0,2897,4695,Bad,Bad,Rejected
33,Female,Student,Full-time,Bachelor,12507,1042.25,860.83,833,8432,2,1.5431,7.5,Married,Owned,0,14785.0,6527,688,Good,Good,Approved
52,Other,Student,Full-time,Bachelor,10821,901.75,714.48,661,3059,0,0.7923,18.1,Married,Owned,2,1066.0,690,464,Good,Good,Approved
27,Male,Sales Executive,Part-time,PhD,97535,8127.92,2272.6,500,32192,1,0.3211,4.9,Married,Mortgaged,0,10961.0,6029,14179,Good,Bad,Rejected
71,Male,Retired,Unemployed,Bachelor,30067,2505.58,1056.24,747,10399,2,0.6935,0.0,Married,Owned,1,12049.0,7769,1992,Good,Good,Approved
42,Male,Accountant,Full-time,Bachelor,68532,5711.0,1591.83,658,30123,2,0.4099,13.6,Single,With Parents,2,35637.0,25344,6862,Good,None,Approved
48,Male,Nurse,Full-time,Bachelor,67211,5600.92,1669.65,764,15564,0,0.2981,15.1,Divorced,Rented,2,15820.0,10336,7332,Good,Good,Approved
22,Female,Software Engineer,Self-employed,Bachelor,95125,7927.08,2185.02,627,41853,3,0.3645,0.4,Single,Rented,2,38478.0,17441,17752,Good,Bad,Approved
62,Male,Teacher,Full-time,Bachelor,59476,4956.33,1806.05,616,27417,1,0.4007,,Widowed,Owned,2,10587.0,5618,10643,Bad,Bad,Rejected
65,Female,Student,Self-employed,High School,16089,1340.75,1242.51,764,8617,1,1.1173,28.8,Married,Rented,0,3144.0,1508,2221,Good,Good,Approved
73,Male,Retired,Unemployed,Bachelor,26747,2228.92,605.3,549,9469,1,0.3487,,Single,Rented,1,22887.0,16340,2290,Bad,Bad,Rejected
26,Female,Sales Executive,Full-time,Master,78320,6526.67,2874.12,608,24545,0,0.4404,2.6,Single,Rented,1,35994.0,20732,5493,Good,Good,Approved
48,Female,Manager,Full-time,Bachelor,90734,7561.17,3442.72,450,35789,0,0.4553,14.4,Divorced,Owned,2,1941.0,1264,12611,None,Bad,Rejected
48,Male,Self-Employed,Full-time,High School,34050,2837.5,1163.75,774,23609,2,0.635,19.7,Single,Owned,0,14825.0,5206,5589,Good,Good,Approved
64,Female,Nurse,Full-time,Bachelor,61865,5155.42,2320.43,558,23635,0,0.4501,7.0,Divorced,Rented,3,10728.0,5014,943,Bad,Bad,Rejected
64,Male,Nurse,Full-time,Master,115302,9608.5,3075.75,706,29824,0,0.3201,33.2,Married,Owned,1,1424.0,967,17682,None,None,Approved
40,Male,Software Engineer,Self-employed,High School,53984,4498.67,1785.49,850,8100,0,0.3969,0.8,Divorced,Rented,1,10509.0,3949,4089,Good,Good,Approved
50,Male,Sales Executive,Full-time,Bachelor,65365,5447.08,2000.51,669,17259,0,0.3673,6.1,Divorced,Rented,0,5574.0,4289,10400,Bad,Good,Approved
31,Male,Teacher,Full-time,Master,75653,6304.42,1745.77,742,54407,1,0.3386,3.5,Divorced,Owned,0,3873.0,2372,13388,Good,Good,Approved
75,Male,Retired,Unemployed,Bachelor,25727,2143.92,938.32,702,7831,5,0.8288,0.0,Married,Rented,2,1594.0,890,2305,Good,Bad,Rejected
48,Female,Student,Contract,PhD,15125,1260.42,969.0,658,2973,0,0.7688,11.7,Married,Owned,1,4330.0,2604,720,Good,None,Approved
45,Female,Software Engineer,Full-time,Bachelor,99010,8250.83,3235.2,448,5736,1,0.4134,13.6,Single,Rented,3,17027.0,6272,357,None,Bad,Rejected
59,Female,Self-Employed,Full-time,Bachelor,67626,5635.5,2719.63,632,20854,2,0.561,31.3,Married,Owned,2,20513.0,7925,13363,Good,Bad,Approved
53,Male,Manager,Full-time,Bachelor,77317,6443.08,3160.31,622,19430,1,0.521,4.3,Married,Owned,1,12732.0,9907,13579,None,None,Approved
21,Female,Software Engineer,Part-time,High School,60859,5071.58,2256.13,765,10439,0,0.4449,0.2,Single,Owned,2,14085.0,7131,13589,Good,Good,Approved
47,Male,Self-Employed,Full-time,High School,44571,3714.25,1449.76,662,34130,1,0.4904,5.0,Single,Mortgaged,1,9978.0,6378,3433,None,Bad,Rejected
72,Male,Accountant,Full-time,Bachelor,69868,5822.33,2461.24,300,10037,3,,11.6,Divorced,Owned,1,10311.0,8198,3731,Bad,Bad,Rejected
33,Female,Teacher,Part-time,High School,33216,2768.0,1011.72,592,3465,0,0.3655,7.9,Single,Owned,0,772.0,473,5052,Bad,Bad,Rejected
61,Male,Self-Employed,Self-employed,Bachelor,69295,5774.58,1662.89,571,52733,1,0.3533,23.7,Married,Rented,0,22976.0,8268,2251,Bad,Bad,Rejected
23,Female,Student,Full-time,Master,12481,1040.08,865.95,639,6302,3,1.8056,0.8,Single,Owned,1,950.0,664,871,Good,Good,Rejected
59,Female,Software Engineer,Full-time,Master,104890,8740.83,3755.5,512,8284,2,0.5135,1.6,Divorced,Mortgaged,2,6290.0,2090,11090,None,Bad,Rejected
26,Male,Teacher,Full-time,Bachelor,61404,5117.0,2715.8,516,3745,1,0.5804,1.1,Single,Rented,0,2080.0,1218,8718,Bad,Bad,Rejected
28,Male,Nurse,Part-time,Master,120436,10036.33,4849.55,808,21135,4,0.6292,1.7,Divorced,Mortgaged,0,48372.0,30292,10834,Good,Good,Approved
47,Male,Student,Full-time,Bachelor,12705,1058.75,787.23,371,3265,0,0.7435,22.9,Married,Owned,1,1560.0,483,1153,Bad,Good,Rejected
29,Female,Software Engineer,Full-time,Bachelor,72641,6053.42,1695.86,693,10410,2,0.3409,6.5,Divorced,Owned,0,23920.0,13104,16663,Good,None,Approved
57,Male,Student,Full-time,High School,12918,1076.5,943.59,570,6429,0,0.8765,32.0,Married,Rented,2,4956.0,3935,2239,None,Bad,Rejected
53,Male,Student,Part-time,Bachelor,14345,1195.42,992.8,592,7986,0,0.8305,8.2,Married,Rented,2,2437.0,1879,1710,Bad,Bad,Rejected
71,Male,Retired,Unemployed,Bachelor,24201,2016.75,1004.19,603,4920,1,0.6192,0.0,Married,Owned,0,1183.0,446,593,Good,Bad,Rejected
62,Female,Self-Employed,Full-time,Bachelor,60545,5045.42,2133.87,569,26755,0,0.4229,21.0,Divorced,Rented,2,6847.0,3707,11831,None,None,Approved
64,Male,Self-Employed,Full-time,Bachelor,79174,6597.83,3379.58,408,30668,0,0.5122,32.0,Married,Mortgaged,1,4509.0,3322,1143,None,None,Rejected
44,Male,Teacher,Full-time,High School,35183,2931.92,1367.17,639,24119,0,0.4663,21.7,Divorced,Owned,1,5603.0,3090,1564,Good,None,Approved
35,Female,Manager,Contract,Bachelor,88071,7339.25,3250.3,471,26701,0,0.4429,11.8,Single,Rented,0,6715.0,2928,6135,Bad,None,Rejected
74,Female,Self-Employed,Full-time,Master,71963,5996.92,2515.93,571,33276,0,0.4195,32.1,Married,Owned,0,8858.0,6687,6708,Bad,Bad,Rejected
52,Male,Self-Employed,Self-employed,Bachelor,75438,6286.5,2935.11,498,14182,2,0.5365,6.3,Married,Mortgaged,2,1626.0,1135,6326,Good,Good,Approved
52,Male,Student,Full-time,PhD,11660,971.67,703.63,690,4850,0,0.7241,27.3,Single,Rented,0,2221.0,1654,2703,None,None,Approved
44,Male,Self-Employed,Full-time,Master,60691,5057.58,1325.06,473,19276,1,0.3266,12.2,Married,Owned,0,26331.0,18556,9009,Bad,Good,Rejected
61,Female,Teacher,Self-employed,Master,68769,5730.75,2256.24,300,16779,1,0.4569,23.9,Divorced,Rented,0,884.0,424,1341,Bad,Bad,Rejected
72,Male,Retired,Unemployed,Master,25641,2136.75,918.35,713,16288,0,0.4298,0.0,Widowed,With Parents,0,2858.0,1445,310,Good,Good,Approved
69,Female,Student,Self-employed,Master,10068,839.0,647.48,692,7842,3,1.8882,12.1,Married,Rented,0,3256.0,2356,1846,Good,None,Rejected
69,Female,Retired,Unemployed,Bachelor,24152,2012.67,697.61,575,13243,2,0.5461,0.0,Divorced,Owned,0,10637.0,6256,2855,None,Bad,Rejected
72,Female,Retired,Unemployed,High School,37847,3153.92,1320.98,586,19762,0,0.4188,0.0,Married,Rented,3,11571.0,7809,1992,None,Bad,Rejected
32,Male,Accountant,Part-time,Bachelor,71898,5991.5,1998.43,748,27631,4,0.5736,1.8,Married,Rented,2,7404.0,3111,15699,Good,Good,Approved
59,Female,Nurse,Full-time,Bachelor,39870,3322.5,925.96,624,9478,1,0.3685,25.8,Single,Owned,0,19614.0,10088,4006,Good,Good,Approved
22,Female,Student,Part-time,Bachelor,11434,952.83,708.42,766,4138,0,0.7435,,Single,Owned,2,589.0,298,937,None,Good,Approved
23,Female,Sales Executive,Self-employed,Bachelor,64127,5343.92,2686.97,565,29759,1,0.5455,0.9,Single,Rented,0,9692.0,4738,4428,Bad,None,Rejected
69,Male,Retired,Unemployed,PhD,21796,1816.33,609.01,767,2711,1,0.4833,0.0,Married,Rented,1,1431.0,911,3318,Good,Good,Approved
57,Other,Software Engineer,Full-time,Master,129618,10801.5,5016.3,743,56132,1,0.494,8.4,Married,Owned,0,37505.0,14620,2838,None,None,Approved
69,Male,Retired,Unemployed,Master,19426,1618.83,680.48,717,13666,1,0.5625,0.0,Divorced,Mortgaged,0,2006.0,1280,3694,None,Good,Approved
37,Male,Sales Executive,Full-time,Bachelor,75695,6307.92,3425.9,764,59317,0,0.5431,4.4,Married,Rented,2,6601.0,3144,16017,Good,Good,Approved
69,Male,Teacher,Full-time,High School,42568,3547.33,1177.17,822,29750,4,0.6058,18.1,Divorced,Owned,0,22326.0,16526,5601,Good,Good,Approved
22,Female,Self-Employed,Contract,High School,47351,3945.92,1173.96,613,10435,2,0.379,0.4,Single,Owned,2,6470.0,4526,4476,None,None,Rejected
22,Male,Student,Part-time,Bachelor,9166,763.83,580.69,323,2000,1,1.2165,0.0,Single,Rented,0,3342.0,1428,11,Bad,Bad,Rejected
48,Male,Nurse,Full-time,High School,27802,2316.83,1054.67,686,10434,0,0.4552,18.0,Married,Rented,0,4538.0,2467,1134,Good,Good,Approved
74,Male,Retired,Unemployed,High School,30909,2575.75,709.82,577,7968,1,0.4117,0.0,Married,Rented,2,5091.0,2660,1077,Bad,Bad,Rejected
43,Male,Manager,Full-time,Master,135401,11283.42,3649.18,703,77611,1,0.3444,16.9,Divorced,Owned,1,11421.0,5111,27615,Bad,Bad,Approved
57,Female,Accountant,Full-time,Bachelor,72887,6073.92,3077.0,685,11602,2,0.5574,30.1,Widowed,Rented,0,414.0,0,7108,None,Good,Approved
52,Female,Manager,Full-time,Bachelor,104576,8714.67,3702.74,300,21469,3,0.4829,,Divorced,Mortgaged,0,15984.0,6613,6017,Bad,Bad,Rejected
53,Male,Self-Employed,Full-time,High School,42228,3519.0,953.14,612,12510,3,0.4226,2.9,Married,Rented,0,45266.0,33653,535,Bad,Bad,Rejected
21,Male,Manager,Self-employed,Bachelor,92730,7727.5,2042.42,629,47921,0,0.2643,0.0,Single,Owned,3,2074.0,706,5240,Bad,Good,Approved
39,Female,Software Engineer,Contract,High School,62927,5243.92,1407.14,500,20701,2,0.3543,4.4,Single,Mortgaged,1,1088.0,614,5444,Bad,None,Rejected
22,Male,Student,Part-time,Master,9537,794.75,725.18,850,7119,0,0.9125,0.0,Single,Owned,0,1023.0,616,2775,Good,Good,Approved
73,Male,Retired,Unemployed,Bachelor,26747,2228.92,1122.22,501,10360,0,0.5035,0.0,Married,Owned,2,16321.0,9196,3997,Good,Bad,Rejected
64,Other,Manager,Full-time,Bachelor,88044,7337.0,3868.54,657,30448,0,0.5273,32.0,Divorced,Owned,0,2072.0,1206,4710,Good,None,Approved
46,Female,Teacher,Full-time,Bachelor,55740,4645.0,1865.32,516,19483,2,0.572,8.7,Widowed,Owned,0,1110.0,547,6574,Bad,None,Rejected
52,Male,Nurse,Part-time,High School,34799,2899.92,940.16,510,8949,3,0.5612,1.3,Married,Rented,0,25556.0,8539,5831,None,Bad,Rejected
26,Female,Teacher,Full-time,Bachelor,54641,4553.42,1686.61,676,31941,0,0.3704,,Married,Owned,1,15114.0,4692,3887,Good,None,Approved
52,Male,Software Engineer,Self-employed,Bachelor,110864,9238.67,4302.07,430,38569,0,,,Divorced,Mortgaged,0,1134.0,869,4613,Bad,Bad,Rejected
75,Female,Retired,Unemployed,Bachelor,29788,2482.33,1272.96,741,5691,4,0.8665,0.0,Married,Rented,1,1990.0,910,3602,Good,Good,Approved
24,Male,Nurse,Full-time,High School,32587,2715.58,1033.35,487,12434,1,0.5242,0.6,Single,Rented,2,509.0,289,2564,Bad,None,Rejected
75,Male,Retired,Unemployed,Bachelor,28793,2399.42,985.24,614,13912,0,0.4106,0.0,Married,Rented,0,1716.0,797,4403,None,Good,Approved
31,Male,Manager,Full-time,Bachelor,75081,6256.75,3313.17,763,25167,1,0.5905,7.5,Married,Rented,0,837.0,314,11330,Good,Good,Approved
37,Female,Software Engineer,Self-employed,Master,101933,8494.42,2397.55,646,34362,1,0.3277,1.6,Married,Rented,0,3096.0,1168,17948,Bad,Good,Approved
58,Female,Self-Employed,Full-time,Bachelor,58819,4901.58,2493.38,704,36803,3,0.6947,33.8,Married,Mortgaged,1,3518.0,1371,7771,Bad,Good,Approved
44,Male,Teacher,Full-time,Bachelor,63128,5260.67,1566.59,637,36302,0,0.2978,17.1,Married,Mortgaged,3,24008.0,13850,693,Good,None,Approved
25,Male,Teacher,Full-time,Bachelor,66376,5531.33,2185.75,660,40531,0,0.3952,,Single,Rented,0,9318.0,6754,171,None,Good,Approved
72,Female,Retired,Unemployed,Bachelor,28609,2384.08,752.24,471,3963,0,0.3155,0.0,Married,Rented,0,747.0,359,4752,Bad,None,Rejected
54,Male,Student,Part-time,Bachelor,9626,802.17,673.54,637,2109,0,,16.9,Married,Mortgaged,0,,577,973,None,Good,Approved
26,Male,Manager,Full-time,Bachelor,88910,7409.17,2696.95,671,53817,1,0.4126,3.4,Single,Rented,0,39348.0,17316,6176,Good,Good,Approved
42,Female,Software Engineer,Full-time,Bachelor,83342,6945.17,3535.03,398,12873,3,0.6776,2.3,Divorced,Owned,1,2176.0,1526,11376,None,Bad,Rejected
31,Male,Manager,Contract,Master,56195,4682.92,2097.69,772,14369,1,0.4913,5.9,Single,Owned,0,1111.0,884,3890,Good,None,Approved
68,Female,Retired,Unemployed,Bachelor,40917,3409.75,1590.18,639,10238,5,0.7149,0.0,Married,Mortgaged,0,3979.0,2742,4303,None,Good,Approved
36,Other,Teacher,Self-employed,Master,79218,6601.5,1948.75,721,16151,3,,2.4,Divorced,Owned,1,30169.0,20966,6233,Good,Good,Approved
53,Male,Self-Employed,Full-time,Bachelor,57754,4812.83,2478.37,625,23030,0,0.515,2.6,Single,Mortgaged,0,26174.0,16384,10380,None,Bad,Rejected
29,Male,Software Engineer,Full-time,Master,95764,7980.33,2394.99,672,27069,0,0.3001,5.2,Married,Owned,1,25018.0,7682,14286,Bad,None,Approved
26,Male,Self-Employed,Self-employed,Master,75723,6310.25,1999.31,582,54952,1,0.3682,2.2,Married,Rented,0,41964.0,23798,3444,Bad,Bad,Rejected
36,Female,Nurse,Full-time,Bachelor,63160,5263.33,1518.03,350,18392,0,0.2884,1.4,Single,Rented,3,868.0,590,2469,Good,Good,Rejected
49,Female,Manager,Part-time,Master,138318,11526.5,4404.37,657,85854,1,0.3989,5.1,Divorced,Owned,0,10594.0,4270,21509,Good,Good,Approved
23,Female,Teacher,Full-time,High School,33979,2831.58,1461.98,354,6498,0,0.5163,0.6,Single,Rented,3,5846.0,2169,2262,None,None,Rejected
40,Male,Nurse,Full-time,Master,85631,7135.92,2324.41,490,22270,1,0.368,17.9,Married,Rented,0,12366.0,5777,7063,None,None,Approved
56,Female,Manager,Full-time,Bachelor,106203,8850.25,3204.91,754,47850,1,0.3834,29.3,Single,Rented,2,653.0,206,1569,Good,Good,Approved
39,Female,Nurse,Part-time,High School,32246,2687.17,1353.85,779,7004,0,0.5038,10.3,Single,Rented,0,4384.0,2541,6737,Good,Good,Approved
46,Female,Manager,Self-employed,Bachelor,90285,7523.75,3275.42,378,6026,1,0.4836,17.3,Divorced,Owned,1,16174.0,9060,8970,None,Bad,Rejected
23,Female,Manager,Full-time,PhD,120647,10053.92,4780.49,531,34894,0,0.4755,0.6,Single,Rented,0,14512.0,10437,12735,Bad,Bad,Rejected
39,Female,Student,Full-time,High School,15033,1252.75,1101.32,566,2778,0,0.8791,11.1,Single,Owned,1,1164.0,453,1487,Bad,Good,Rejected
40,Female,Teacher,Full-time,Bachelor,75222,6268.5,1995.16,460,5270,1,0.379,4.2,Married,Owned,1,3779.0,1150,1134,Bad,Bad,Rejected
52,Female,Self-Employed,Full-time,Bachelor,63508,5292.33,2890.64,735,25994,0,0.5462,18.8,Divorced,Mortgaged,1,3808.0,1317,14727,None,None,Approved
27,Male,,Full-time,Master,108109,9009.08,3765.49,653,66662,2,0.5054,4.8,Divorced,Rented,1,31867.0,24639,21863,Bad,Good,Approved
72,Male,Retired,Unemployed,Bachelor,27866,2322.17,1065.16,517,8892,0,0.4587,0.0,Married,Rented,0,8805.0,5598,8,None,Bad,Rejected
61,Female,Software Engineer,Full-time,High School,63650,5304.17,1514.45,376,22641,1,,12.3,Divorced,Rented,0,6005.0,4266,6917,Bad,None,Rejected
53,Male,Student,Full-time,High School,9215,767.92,564.37,728,2206,1,1.025,0.8,Married,Owned,1,2184.0,679,874,Good,Good,Approved
60,Female,Student,Full-time,Bachelor,13948,1162.33,896.2,818,11018,0,0.771,15.5,Married,Rented,0,1269.0,422,89,None,Good,Approved
59,Other,Accountant,Full-time,Bachelor,62785,5232.08,2458.43,715,39821,0,0.4699,0.8,Widowed,Mortgaged,0,5597.0,3899,486,None,Good,Approved
38,Female,Self-Employed,Part-time,Master,115627,9635.58,2723.14,670,24287,1,,2.8,Single,Owned,0,33112.0,19329,26039,Good,Good,Approved
60,Male,Teacher,Part-time,High School,37214,3101.17,1474.97,645,25622,0,0.4756,8.5,Married,Mortgaged,0,4809.0,3093,6916,Good,Good,Approved
21,Male,Student,Part-time,Bachelor,7462,621.83,466.69,732,3352,0,0.7505,0.0,Single,Rented,1,2325.0,1801,1350,Good,Good,Approved
31,Male,Manager,Full-time,High School,48465,4038.75,1969.25,595,7104,1,0.5427,3.5,Single,Owned,1,13613.0,7388,3247,None,None,Approved
48,Female,Manager,Full-time,High School,40685,3390.42,1603.1,673,7828,0,0.4728,21.7,Married,Rented,3,7576.0,5963,7922,Good,None,Approved
45,Female,Manager,Full-time,Bachelor,72530,6044.17,2374.74,636,29282,1,0.4299,17.1,Married,Rented,0,53991.0,25601,14583,Bad,Bad,Approved
70,Female,Accountant,Full-time,Bachelor,49072,4089.33,1083.65,317,11565,2,0.3684,17.3,Married,Owned,3,3504.0,1848,5060,Bad,Bad,Rejected
43,Male,Manager,Full-time,Bachelor,93409,7784.08,3370.26,632,71293,0,0.433,19.2,Married,Mortgaged,1,9815.0,7496,1638,None,Good,Approved
51,Female,Teacher,Contract,Master,85732,7144.33,2657.81,722,21518,0,0.372,14.2,Married,Mortgaged,3,23486.0,11216,17122,Good,Good,Approved
50,Female,Software Engineer,Full-time,Bachelor,105552,8796.0,3034.25,579,45585,0,0.345,8.5,Married,Mortgaged,2,11143.0,7327,11911,Bad,Bad,Rejected
62,Male,Nurse,Self-employed,PhD,114342,9528.5,4212.77,528,14757,1,0.4757,16.1,Married,Mortgaged,1,3402.0,2607,11287,None,Bad,Rejected
55,Female,Student,Full-time,Master,11567,963.92,697.02,670,5678,0,0.7231,23.9,Married,Mortgaged,0,3194.0,1877,2620,None,None,Approved
27,Male,Sales Executive,Full-time,Bachelor,84531,7044.25,3696.72,556,62258,0,0.5248,2.6,Single,Mortgaged,0,6397.0,2963,3122,Good,Bad,Rejected
36,Male,Teacher,Full-time,Master,93008,7750.67,3747.82,577,46264,0,0.4835,11.7,Divorced,Owned,0,10056.0,6366,10964,Bad,Bad,Rejected
46,Female,Nurse,Contract,Bachelor,64215,5351.25,1428.32,787,29349,0,0.2669,13.0,Married,Rented,3,5847.0,3788,13096,Good,Good,Approved
68,Male,Retired,Unemployed,High School,24415,2034.58,829.13,611,15261,1,0.5281,0.0,Divorced,Owned,3,561.0,244,484,Good,Good,Approved
72,Female,Retired,Unemployed,Bachelor,23061,1921.75,528.51,642,4688,0,0.275,0.0,Single,Rented,2,22248.0,11824,5041,Bad,Bad,Rejected
69,Female,Self-Employed,Full-time,High School,39045,3253.75,1630.74,702,28656,0,0.5012,32.6,Divorced,Mortgaged,2,7293.0,2802,4335,None,Good,Approved
22,Female,Manager,Part-time,Bachelor,99594,8299.5,3601.19,361,25114,0,0.4339,0.4,Single,Owned,3,22380.0,17805,11872,Bad,Good,Rejected
21,Male,Manager,Self-employed,Bachelor,111216,9268.0,2796.48,542,32275,0,0.3017,0.0,Single,Rented,1,47733.0,17462,4983,Good,Good,Approved
68,Female,Retired,Unemployed,High School,30011,2500.92,640.79,722,20205,0,0.2562,0.0,Married,Rented,1,3231.0,2341,7041,Good,Good,Approved
32,Female,Accountant,Full-time,High School,32936,2744.67,712.17,590,17934,0,0.2595,1.3,Divorced,Owned,0,8144.0,3509,1957,Good,Bad,Rejected
25,Female,Student,Self-employed,Master,12919,1076.58,951.26,622,7090,0,0.8836,1.4,Single,Owned,0,1131.0,764,96,Good,Bad,Rejected
57,Male,Student,Full-time,Bachelor,11855,987.92,746.2,772,7240,2,1.5356,4.3,Divorced,Rented,0,2652.0,1887,213,Good,Good,Approved
52,Male,Self-Employed,Full-time,High School,39543,3295.25,1147.33,559,5400,0,0.3482,28.9,Divorced,Owned,0,695.0,410,5269,Bad,Bad,Rejected
75,Female,Retired,Unemployed,Bachelor,33604,2800.33,883.29,608,12351,1,0.4247,0.0,Married,Rented,1,5433.0,2600,3593,Good,Good,Approved
29,Male,Software Engineer,Part-time,Bachelor,92598,7716.5,2835.05,594,71676,0,0.3674,5.5,Married,Rented,0,14629.0,10902,6645,None,Bad,Rejected
61,Female,Accountant,Full-time,Bachelor,82133,6844.42,2860.18,779,23042,1,0.4447,14.7,Married,Rented,2,20314.0,8643,940,None,None,Approved
55,Female,Sales Executive,Full-time,PhD,135498,11291.5,5143.06,617,64981,0,0.4555,11.3,Divorced,Owned,0,14675.0,7922,1445,None,None,Approved
39,Female,Teacher,Full-time,Bachelor,65172,5431.0,2928.03,575,14520,3,0.7047,4.1,Married,Rented,0,733.0,397,7225,Bad,Good,Rejected
68,Female,Retired,Unemployed,Bachelor,30817,2568.08,1359.16,651,10055,2,0.787,0.0,Married,Owned,2,926.0,648,4135,Good,None,Rejected
36,Female,,Full-time,Master,94124,7843.67,3302.48,668,56658,0,0.421,3.4,Single,Mortgaged,1,15959.0,7882,15074,Good,Good,Approved
23,Female,Nurse,Full-time,Master,90296,7524.67,3538.44,339,24838,0,,0.6,Single,Owned,0,52040.0,23033,10407,Bad,Bad,Rejected
40,Female,Software Engineer,Full-time,High School,83653,6971.08,3731.35,596,32626,1,0.5654,15.9,Married,Mortgaged,1,3316.0,2331,8187,Bad,Bad,Rejected
44,Female,Student,Part-time,High School,12931,1077.58,755.82,402,4892,3,1.5125,6.9,Married,Rented,0,1510.0,805,65,Bad,Bad,Rejected
74,Male,Retired,Unemployed,High School,24467,2038.92,527.96,762,15720,0,0.2589,0.0,Married,Mortgaged,3,4662.0,1534,574,Good,Good,Approved
53,Male,Manager,Full-time,Bachelor,76122,6343.5,2657.96,301,10944,0,0.419,25.7,Married,Owned,1,21497.0,12818,4199,None,Bad,Rejected
